beat_idx_end,t_end_s,slope_bpm_per_s,T,L,CSI,ModCSI,CSI_raw,modcsi_filt_times_slope,csi_times_slope
98,93.263671875,-0.2713566940313555,0.076171875,0.44256703356991306,5.810110799687064,2.571363501330019,2.1642851528450864,-0.697756698873805,-0.5872932640171895
99,94.1015625,-0.26230034966565585,0.07734433380139388,0.44296657423182495,5.7272013664153105,2.536958769216817,2.1700163177298952,-0.6654451722529231,-0.5691960389207305
100,94.9375,-0.25376143166217585,0.07732185090966052,0.4441702260588788,5.744433440656095,2.5515062999164004,2.178548265909299,-0.6474738915618468,-0.5528315269022943
101,95.94921875,-0.24400076191856215,0.0773978302263769,0.4456373778563126,5.757750269650853,2.565868732518683,2.0862149807241943,-0.626073925717574,-0.5090380448226218
102,96.560546875,-0.23392944502738985,0.07739816551052184,0.4474418258388066,5.781039161425337,2.586678717633796,1.7212573896942625,-0.6051003168802344,-0.40265278592047254
103,97.546875,-0.22060143437309412,0.07762448620834324,0.44986401360833017,5.795387970760931,2.607136492943948,1.5257896183816015,-0.5751380499498732,-0.3365913783665572
104,98.314453125,-0.20015712813982725,0.07848771164226802,0.45454349717926035,5.791269584352041,2.632383929979258,1.470252550307589,-0.5268904075860804,-0.2942815281098239
105,99.1015625,-0.17682820455970236,0.0772667905547547,0.4605905394106776,5.961041426772898,2.7455992862067244,1.4908853328621228,-0.48549939222033545,-0.26363057661440337
106,99.921875,-0.14806971361138413,0.07583231073548252,0.4637688075387374,6.11571509612111,2.836277897374742,1.4934880865999391,-0.4199668559865768,-0.22114035326486706
107,100.546875,-0.11169612382458752,0.0748714669104208,0.4625161792515323,6.177469179345785,2.857179442275111,1.481778374965979,-0.3191358687734267,-0.16550890085079606
108,101.330078125,-0.06958759538505391,0.07490265426000946,0.45849944190961167,6.121270954137664,2.806599316249635,1.4880484980018496,-0.19530449762714858,-0.1035497167922899
109,102.123046875,-0.032231634145284946,0.07519363009150237,0.4516368377271318,6.006317784864748,2.712674370740546,1.476183199144589,-0.08743392787300033,-0.047579796806244704
110,102.9375,0.008876908688388875,0.07510246491672083,0.44145325018986636,5.878012801302625,2.594867855792685,1.4540801144489546,0.023034405014307095,0.012907736401565414
111,103.7890625,0.04508228037162528,0.07636343760638255,0.4273621285428717,5.5964233923795,2.391699413194422,1.4192673601911845,0.10782326351028258,0.06398380905443546
112,104.884765625,0.08212617986908591,0.07649297156206564,0.4097820308557152,5.357120039757144,2.1952515294295325,1.3377661693138043,0.18028762196381573,0.10986562504384352
113,105.798828125,0.12083935700922681,0.07649297156206562,0.3905475316465087,5.105665575164934,1.9940050877932167,1.2809437806839357,0.24095429268205917,0.15478842282281483
114,106.703125,0.16137146901004973,0.07649297156206564,0.36970431122141884,4.833180142850699,1.7868475357216562,1.2262055205241176,0.28834621173639097,0.19787458615520953
115,107.568359375,0.1962785559951218,0.07788480827930216,0.34613137022773477,4.4441448579609455,1.5382579491765638,1.2578497603633016,0.3019270490123934,0.24688893462291886
116,108.1875,0.2407174891262847,0.05666581805426848,0.33797363663168917,5.964329965341964,2.01578628845798,1.3324606464638125,0.4852350139727976,0.3207465811763551
117,109.017578125,0.25208424260192186,0.050423552562481794,0.3390056247533522,6.723160259945531,2.2791891442397447,1.3693394832859835,0.5745476691721985,0.3451889065090542
118,110.033203125,0.2506726882970021,0.05037875839155127,0.338274718654545,6.714629924489665,2.27138954857613,1.3437388690882541,0.5693753243112926,0.3368386346835261
119,110.83984375,0.23398478560341907,0.05893444565948503,0.33646395385287137,5.709122230434014,1.9209138386811522,1.3000027233941005,0.4494646127064501,0.3041808585172295
120,111.8359375,0.21362228352040766,0.05968786972707994,0.3377717162040344,5.658967521348645,1.9114391716288224,1.2650518886750763,0.40832600065370545,0.27024327323057434
121,112.828125,0.193016891346924,0.05968786972707994,0.34045868992805295,5.703984603316968,1.9419711254150798,1.2788521345884551,0.3748332297131062,0.2468400635106417
122,113.767578125,0.1733048542894415,0.05974327681461953,0.3427327520787835,5.736758516648936,1.9661750344224895,1.2845574104186066,0.3407476778481272,0.22262003483901893
123,114.73046875,0.1524592236746798,0.059767596242112336,0.3448173075787632,5.769301917078011,1.9893551536558367,1.291068368664402,0.3032955423395922,0.19683528119751
124,115.6875,0.13182230698405487,0.05982162811744881,0.34671315492800425,5.795782659865032,2.0094740912788254,1.298513171524444,0.264893510537062,0.17117300191953394
125,116.625,0.11423064872739654,0.06006190179744595,0.346806775459492,5.77415574733332,2.0025163357335622,1.3037039341046566,0.22874874011805382,0.14892294614123394
126,117.71875,0.09443526996169047,0.060065574191812514,0.3454510763137121,5.751232398287807,1.9867694221188144,1.3037470079706317,0.187621106729422,0.12311970065945281
127,118.458984375,0.0749261213831718,0.06006903035788651,0.34392932184961156,5.725568063950891,1.9691907414384235,1.20861148375114,0.14754382451963338,0.09055657073663329
128,119.39453125,0.05516473262279564,0.060069030357886515,0.34231545481539216,5.698701190545342,1.9507534898985455,1.1836148677542964,0.10761279468323874,0.06529379770803138
