peak_sample,peak_time_s
9420782,18399.96484375
9421023,18400.435546875
9421341,18401.056640625
9421653,18401.666015625
9422001,18402.345703125
9422346,18403.01953125
9422663,18403.638671875
9422985,18404.267578125
9423327,18404.935546875
9423656,18405.578125
9423977,18406.205078125
9424295,18406.826171875
9424620,18407.4609375
9424927,18408.060546875
9425233,18408.658203125
9425649,18409.470703125
9425894,18409.94921875
9426205,18410.556640625
9426527,18411.185546875
9426888,18411.890625
9427223,18412.544921875
9427540,18413.1640625
9427976,18414.015625
9428208,18414.46875
9428534,18415.10546875
9428848,18415.71875
9429180,18416.3671875
9429512,18417.015625
9429835,18417.646484375
9430275,18418.505859375
9430496,18418.9375
9430813,18419.556640625
9431134,18420.18359375
9431472,18420.84375
9431782,18421.44921875
9432094,18422.05859375
9432418,18422.69140625
9432751,18423.341796875
9433063,18423.951171875
9433379,18424.568359375
9433816,18425.421875
9434033,18425.845703125
9434342,18426.44921875
9434767,18427.279296875
9434992,18427.71875
9435305,18428.330078125
9435623,18428.951171875
9436043,18429.771484375
9436269,18430.212890625
9436576,18430.8125
9436984,18431.609375
9437207,18432.044921875
9437522,18432.66015625
9437844,18433.2890625
9438170,18433.92578125
9438493,18434.556640625
9438814,18435.18359375
9439239,18436.013671875
9439466,18436.45703125
9439778,18437.06640625
9440090,18437.67578125
9440500,18438.4765625
9440700,18438.8671875
9441005,18439.462890625
9441438,18440.30859375
9441650,18440.72265625
9441960,18441.328125
9442276,18441.9453125
9442609,18442.595703125
9442956,18443.2734375
9443272,18443.890625
9443607,18444.544921875
9443948,18445.2109375
9444263,18445.826171875
9444572,18446.4296875
9444978,18447.22265625
9445173,18447.603515625
9445470,18448.18359375
9445872,18448.96875
9446185,18449.580078125
9446360,18449.921875
9446650,18450.48828125
9447044,18451.2578125
9447350,18451.85546875
9447553,18452.251953125
9447964,18453.0546875
9448268,18453.6484375
9448571,18454.240234375
9448773,18454.634765625
9449080,18455.234375
9449494,18456.04296875
9449693,18456.431640625
9449991,18457.013671875
9450288,18457.59375
9450589,18458.181640625
9450890,18458.76953125
9451186,18459.34765625
9451483,18459.927734375
9451884,18460.7109375
9452078,18461.08984375
9452485,18461.884765625
9452759,18462.419921875
9452949,18462.791015625
9453237,18463.353515625
9453631,18464.123046875
9453826,18464.50390625
9454119,18465.076171875
9454412,18465.6484375
9454707,18466.224609375
9455002,18466.80078125
9455293,18467.369140625
9455684,18468.1328125
9455970,18468.69140625
9456159,18469.060546875
9456453,18469.634765625
9456851,18470.412109375
9457057,18470.814453125
9457366,18471.41796875
9457667,18472.005859375
9457981,18472.619140625
9458305,18473.251953125
9458637,18473.900390625
9458949,18474.509765625
9459278,18475.15234375
9459644,18475.8671875
9460005,18476.572265625
9460341,18477.228515625
9460667,18477.865234375
9461026,18478.56640625
9461414,18479.32421875
9461755,18479.990234375
9462080,18480.625
9462437,18481.322265625
9462843,18482.115234375
9463281,18482.970703125
9463631,18483.654296875
9463966,18484.30859375
9464365,18485.087890625
9464761,18485.861328125
9465146,18486.61328125
9465483,18487.271484375
9465805,18487.900390625
9466130,18488.53515625
9466482,18489.22265625
9466827,18489.896484375
9467155,18490.537109375
9467486,18491.18359375
9467930,18492.05078125
9468094,18492.37109375
9468402,18492.97265625
9468743,18493.638671875
9469085,18494.306640625
9469419,18494.958984375
9469732,18495.5703125
9470042,18496.17578125
9470395,18496.865234375
9470738,18497.53515625
9471053,18498.150390625
9471374,18498.77734375
9471704,18499.421875
9472024,18500.046875
9472330,18500.64453125
9472635,18501.240234375
9472984,18501.921875
9473362,18502.66015625
9473690,18503.30078125
9474015,18503.935546875
9474351,18504.591796875
9474671,18505.216796875
9474984,18505.828125
9475414,18506.66796875
9475754,18507.33203125
9475981,18507.775390625
9476419,18508.630859375
9476731,18509.240234375
9476923,18509.615234375
9477219,18510.193359375
9477517,18510.775390625
9477806,18511.33984375
9478097,18511.908203125
9478381,18512.462890625
9478673,18513.033203125
9479066,18513.80078125
9479247,18514.154296875
9479528,18514.703125
9479811,18515.255859375
9480089,18515.798828125
9480366,18516.33984375
9480651,18516.896484375
9480954,18517.48828125
9481259,18518.083984375
9481554,18518.66015625
9481852,18519.2421875
9482146,18519.81640625
9482443,18520.396484375
9482729,18520.955078125
9483013,18521.509765625
9483300,18522.0703125
9483584,18522.625
9483862,18523.16796875
9484140,18523.7109375
9484414,18524.24609375
9484688,18524.78125
9484960,18525.3125
9485231,18525.841796875
9485509,18526.384765625
9485783,18526.919921875
9486060,18527.4609375
9486335,18527.998046875
9486603,18528.521484375
9486874,18529.05078125
9487145,18529.580078125
9487416,18530.109375
9487687,18530.638671875
9487952,18531.15625
9488214,18531.66796875
9488480,18532.1875
9488745,18532.705078125
9489015,18533.232421875
9489287,18533.763671875
9489564,18534.3046875
9489955,18535.068359375
9490219,18535.583984375
9490401,18535.939453125
9490682,18536.48828125
9490958,18537.02734375
9491238,18537.57421875
9491519,18538.123046875
9491788,18538.6484375
9492179,18539.412109375
