seizure_id,onset_source,shift_sec,window_label,center_sample,start_sample,end_sample,truncated_left,truncated_right,mean,min,max,std,rms,ptp,median
1,eeg_onset_idx,-7200,"center=-2h, ±5min",88053376,87899776,88206976,False,False,-3.399616303151595,-4562.091676203555,4732.946211947815,187.05939350150265,187.09028325425845,9295.03788815137,-1.3778591592272278
1,eeg_onset_idx,-3600,"center=-1h, ±5min",89896576,89742976,90050176,False,False,-0.9660443266632032,-1271.764003967345,726.1317769131006,136.3239736388331,136.32739647745913,1997.8957808804455,-1.3778591592272278
1,eeg_onset_idx,0,"center=+0h, ±5min",91739776,91586176,91739776,False,True,-151.25106249721773,-90298.0,90298.0,5272.30954565827,5274.478631025615,180596.0,-6.889295796138802
1,eeg_onset_idx,3600,"center=+1h, ±5min",93582976,93429376,91739776,False,True,,,,,,,
1,eeg_onset_idx,7200,"center=+2h, ±5min",95426176,95272576,91739776,False,True,,,,,,,
