py_idx,lv_idx,delta_s
1211,1361,0.003412000123830694
1218,1369,0.011198875123682228
1219,1371,-0.016461624876342285
1220,1372,0.004617625123614744
1221,1373,-0.04146149987639092
1223,1375,-0.04810762487636566
1224,1376,-0.051464124876360984
1225,1377,-0.038758499876394126
1230,1382,-0.027163999876393063
1231,1383,-0.026548999876354173
1232,1384,-0.041558999876315283
1234,1386,0.038990750123616635
1235,1387,-0.002550249876435373
1236,1388,0.026086625123525664
1241,1395,-0.07361487487628438
1242,1396,-0.038090999876317255
1243,1397,0.027497375123630263
1246,1400,0.06232337512358299
1247,1401,0.024233000123558668
1248,1402,0.01539387512355006
1249,1403,0.07696237512357129
1250,1404,0.024632125123616788
1254,1409,0.01881775012361686
1255,1411,-0.05406162487633992
1256,1412,-0.06685262487633281
1258,1415,0.0026352501237170145
1259,1416,0.048480500123673664
1260,1418,-0.07604849987637863
1265,1425,0.04609512512354286
1267,1428,-0.04873399987650373
1271,1433,-0.022876749876559188
1272,1434,-0.03244437487660434
1277,1439,0.07097287512340245
1280,1442,-0.0766932498765982
1281,1444,-0.06457724987649271
1285,1449,-0.04265049987657221
1287,1488,-0.05199974987681344
1288,1489,-0.039099624876826056
1295,1495,0.03663737512317766
1298,1498,0.027198000123121346
1299,1499,0.07250962512307524
1301,1501,0.075326250123112
1306,1507,-0.06791362487683728
1307,1508,0.02032475012310897
1308,1509,-0.045733749876944785
1310,1511,-0.07367787487692112
1311,1512,0.013950500123087295
1312,1513,-0.03673912487693087
1313,1514,-0.005994874876932954
1314,1515,0.07097462512308539
1318,1520,0.046467500123185346
1323,1526,-0.013306249876791298
1325,1529,-0.029517999876816248
1327,1532,0.026087125123240185
1332,1537,0.06788025012315302
1335,1541,-0.017661999876850132
1337,1543,0.03124550012319105
1338,1544,0.06770475012319821
1339,1545,0.05441987512324431
1340,1546,-0.03607449987680411
1341,1547,-0.03391287487681893
1342,1548,0.028312375123164202
1343,1550,-0.05988449987682998
1345,1552,0.017261750123225283
1347,1554,0.03566200012323861
1348,1555,-0.02281487487675804
1349,1556,0.02581625012328459
1350,1558,0.004565375123320337
1351,1559,-0.057817999876647264
1354,1561,0.013133875123344296
1355,1562,0.018428000123321908
1356,1563,-0.0297022498766637
1360,1568,0.07174112512348074
1361,1570,0.0023363751234910524
1362,1571,-0.014971374876495247
1365,1575,-0.053596374876406117
1366,1576,0.004700250123619298
1367,1578,-0.07868587487632794
1368,1579,-0.07898299987630253
1373,1584,-0.04622637487625525
1374,1585,0.010117125123770165
1378,1589,0.010588125123717873
1380,1591,-0.030301124876245922
1381,1592,-0.04613087487621215
1382,1593,-0.0484849998762229
1383,1594,0.00216412512372699
1384,1596,-0.01482662487626385
1385,1597,-0.07168387487627115
1386,1598,-0.017396624876255373
1393,1605,0.028129000123726655
1394,1606,-0.07442062487632484
1395,1607,-0.023457999876313806
1397,1609,-0.03743499987638188
1398,1610,-0.04063124987635547
1399,1611,-0.06311399987635014
1400,1612,0.025687250123610283
1401,1613,0.031109875123661368
1410,1622,0.0700062501236971
1411,1623,0.04312762512370227
1412,1624,-0.07559349987627684
1416,1628,0.0568197501238501
1417,1629,-0.0008496248761957759
1418,1630,0.021146500123791157
1419,1631,0.050193375123740225
1421,1634,-0.01765849987623369
1426,1640,0.06297400012363141
1429,1643,0.032774625123579426
1430,1644,-0.07436987487642455
1434,1647,0.07541212512353468
1436,1649,0.053459125123595186
1437,1650,-0.04240724987641897
1442,1655,-0.07970312487634601
1449,1662,0.06107750012370161
1453,1666,0.03454225012376355
1454,1667,0.0016918751238108598
1455,1668,-0.06020974987620775
1456,1669,-0.06561337487619312
1458,1672,-0.07949849987608104
1462,1675,-0.03660062487608684
1466,1679,-0.021129124875983507
1470,1683,-0.03303312487594212
1472,1685,0.03445425012409942
1473,1686,0.043354750124080965
1474,1687,-0.009301374875917645
1478,1691,0.016702000123927974
1479,1692,0.062207000123976286
1480,1693,0.060836750123939964
1481,1694,0.04384150012390364
1482,1695,-0.07914262487611268
1483,1696,-0.03379499987613599
1484,1697,-0.03907112487615905
1487,1700,-0.00510312487608644
1488,1701,-0.020145124876080445
1492,1705,-0.057711749876034446
1493,1706,-0.004394124876057504
1495,1708,0.05397825012391877
1496,1710,-0.03157737487606482
1499,1712,0.017724250123933416
1500,1713,-0.06907487487603703
1501,1714,-0.06547862487605016
1502,1715,-0.0021932498760861563
1503,1716,0.004157875123951271
1504,1717,0.006440500123972015
1506,1719,0.021881875123995087
1509,1722,-0.011255874876042071
1510,1723,0.06163012512399746
1511,1724,0.004890250124049089
1512,1725,0.02872425012401436
1515,1729,0.022005000123954233
1517,1731,-0.04526649987599285
1524,1737,-0.021864499875960064
1526,1739,-0.027967249875928246
1527,1740,-0.03785787487595371
1533,1745,-0.019819124875880334
1536,1748,-0.027890124875852962
1537,1749,0.027312875124152924
1539,1751,0.060466500124221056
1540,1752,0.016210875124215818
1542,1755,0.0665518751242189
1543,1756,0.07995212512423677
1544,1757,0.00938762512419089
1546,1760,0.0019428751240866404
1547,1761,-0.07292849987595673
1555,1769,0.05962712512405233
1558,1772,0.001329875124042701
1560,1774,-0.0169449998759319
1561,1775,-0.0063337498759210575
1574,1789,-0.03699599987601232
1575,1790,0.01460550012393469
1577,1792,-0.011451249876017755
1578,1793,0.052785375124017264
1580,1795,-0.05486349987597805
1584,1799,-0.04618924987596529
1585,1800,-0.03683874987598301
1586,1801,-0.045640999876013666
1587,1802,0.04033812512398072
1588,1803,-0.04100812487604344
1589,1804,0.07151612512393513
1590,1805,-0.07379612487602571
1591,1806,0.042462625124016995
1597,1812,-0.06967799987592116
1598,1813,-0.06915162487587168
1599,1814,0.05112087512418384
1600,1815,0.04175762512420533
1601,1816,-0.07624712487574925
1602,1817,-0.032604874875801215
1603,1818,-0.01447137487582495
1606,1822,0.03861462512418257
1607,1823,0.03443250012412591
1608,1824,-0.044395624875846806
1610,1826,0.074100250124161
1612,1828,0.04674237512415402
1613,1829,0.014553375124137347
1614,1830,-0.03286762487584838
1616,1832,-0.05827699987582946
1617,1833,-0.07520987487578168
1618,1834,-0.07143574987583179
1622,1837,0.030028625124145947
1625,1841,-0.022987874875752823
1627,1843,-0.03287024987582754
1628,1844,-0.04159324987585933
1629,1845,0.0013353751240856582
1634,1849,-0.035381374875896654
1636,1851,-0.023036624875885536
1637,1852,0.06735850012410083
1638,1853,0.06709462512412756
1639,1854,0.043640000124128164
1640,1855,-0.022716249875884387
1641,1856,0.032981375124109036
1643,1858,-0.04386949987588196
1644,1859,-0.06868662487590882
1650,1863,0.01804175012421183
1654,1867,-0.009723374875761692
1655,1868,0.030922875124247184
1657,1870,0.01481125012423945
1659,1872,-0.07588824987578846
1661,1874,-0.036322874875850175
1662,1875,0.007804125124152961
1664,1877,-0.00430012487595377
1665,1878,-0.06698924987597366
1666,1879,-0.022103749876009715
1669,1881,0.019643125123934624
1670,1882,0.0686282501238793
1671,1883,0.02943137512386329
1672,1884,0.005071250123819482
1678,1890,0.01289700012398498
1679,1891,-0.015130249876051494
1680,1892,-0.03880112487604492
1682,1895,0.07939762512398829
1683,1896,0.013258125124025355
1684,1897,-0.04592712487601602
1687,1899,0.05628912512406714
1691,1904,-0.06304862487604623
1694,1907,0.05400250012394281
1698,1911,0.06966375012405024
1699,1913,-0.0040047498760031885
1700,1914,0.0504226251240425
1701,1915,0.05192950012406072
1702,1917,-0.029322249875917805
1708,1924,0.05482725012427636
1710,1926,0.05050412512423463
1712,1929,-0.058168249875734546
1718,1935,0.02461187512426477
1720,1937,0.017758125124260005
1722,1939,0.012428500124315178
1727,1944,0.037755375124220336
1728,1945,0.06034800012423602
1729,1946,0.060443500124279126
1730,1947,-0.016705624875726244
1735,1951,0.058025750124329534
1739,1955,-0.05402537487577774
1740,1956,-0.05552999987583007
1741,1957,-0.054841249875835274
1742,1958,-0.07066262487580843
1745,1961,-0.029321874875790854
1746,1962,0.03144400012422466
1747,1963,-0.03279724987578447
1748,1964,-0.06299474987577014
1751,1967,0.050378000124169375
1752,1968,0.039737625124189435
1754,1971,0.032841000124221864
1760,1978,-0.011266249875916401
1763,1982,0.0041223751240977435
1765,1984,0.05978675012408985
1772,1991,0.06340175012417149
1773,1992,0.06365250012413526
1775,1995,0.040927875124225466
1776,1996,0.0354722501242577
1777,1997,-0.07325749987569452
1778,1998,-0.0469996248756388
1779,1999,0.05517500012433629
1781,2002,-0.03527112487574868
1787,2008,0.002752125124175109
1788,2009,0.05306437512422235
1791,2013,-0.0548316248757601
1792,2014,0.060167250124209204
1796,2018,0.04792625012419194
1797,2019,0.02053375012417291
1798,2020,0.04948212512420014
1799,2021,0.00836862512414882
1800,2022,0.050716625124096026
1801,2023,0.058791500124129925
1802,2024,0.04579862512412092
1807,2029,-0.05181924987584807
1809,2032,-0.004432749875832087
1810,2033,-0.011332124875821137
1813,2036,0.024611125124238242
1814,2037,-0.04808924987571572
1815,2038,-0.04912924987570477
1816,2039,0.05920625012424807
1817,2040,-0.019031999875778638
1818,2041,0.05579275012416929
1819,2042,0.05084650012418024
1821,2045,-0.055991249875773974
1822,2046,-0.05606249987579304
1823,2047,-0.0024144998758401925
1826,2051,0.02578462512428814
1829,2055,-0.006797624875616748
1830,2056,0.002159875124334576
1831,2057,0.06796575012435824
1832,2058,0.04821787512435094
1836,2063,-0.05526612487551574
1837,2064,0.0005747501244286468
1840,2068,-0.0281398748754782
1841,2069,0.029710500124565442
1842,2070,0.07779550012458003
1843,2072,-0.05537174987546223
1844,2073,-0.044870499875514724
1845,2074,-0.045613624875500136
1846,2075,0.022741625124467646
1850,2079,-0.052299374875588
1852,2082,-0.044488749875540634
1853,2083,-0.03934449987559674
1854,2084,0.03154800012441683
1856,2086,0.026809875124399696
1860,2091,-0.037308749875592184
1865,2097,0.053838000124414975
1866,2098,-0.003932124875632326
1867,2099,-0.012520249875592526
1870,2102,0.029650625124304497
1871,2103,0.07262075012431524
1874,2106,0.008278500124333732
1875,2107,-0.021522874875699927
1878,2110,-0.007192249875629386
1884,2117,-0.05576362487579445
1886,2119,-0.0593472498758274
1889,2121,0.06589612512414078
1890,2122,0.05178150012409333
1892,2125,0.03034812512407825
1893,2126,0.020557750124112317
1899,2133,0.03645162512418665
1901,2136,0.044720250124214544
1902,2138,-0.07730024987586148
1903,2139,0.07117787512413543
1904,2140,0.07317137512416139
1906,2142,0.021053625124181963
1910,2146,0.05899137512415109
1912,2149,-0.054710499875795904
1913,2150,0.020827500124255494
1914,2152,0.0013163751242473154
1915,2153,-0.05283737487570761
1916,2154,-0.035470749875685215
1917,2155,-0.023577124875714617
1919,2157,0.06638025012421167
1920,2159,0.026723875124162078
1923,2162,-0.03226487487575014
1924,2163,-0.0337547498756976
1925,2164,0.020126000124264465
1926,2165,0.026218125124273683
1927,2167,-0.058839624875759
1928,2168,-0.05752112487573413
1934,2175,0.0345485001241741
1936,2177,0.050106625124271886
1937,2178,0.04526112512428426
1941,2183,-0.04411662487564172
1942,2184,-0.06454374987561096
1947,2191,0.019330250124312442
1948,2192,0.0696053751242971
1949,2193,0.007341625124240636
1955,2199,0.016158375124291524
1956,2200,0.013550375124282255
1957,2202,-0.07057349987576345
1961,2207,0.046756125124261416
1965,2212,0.0417912501243336
1966,2213,0.050266500124280356
1968,2217,-0.058533874875706715
1970,2219,-0.06916224987571695
1971,2220,-0.02582212487573088
1975,2224,0.060648000124274404
1976,2225,-0.01685749987575491
1977,2226,0.026139875124272294
1978,2227,0.024431375124322585
1979,2228,0.01900062512436307
1980,2229,0.021360750124358674
1981,2230,0.07590175012433065
1982,2231,0.028480000124318394
1986,2236,0.018716250124271028
1987,2237,0.012136125124243335
1988,2238,0.06386525012419497
1992,2243,-0.025829124875826892
1995,2247,0.07768650012417311
2003,2257,0.0030622501243442457
2013,2267,0.048114125124129714
2014,2268,0.04264012512408044
2015,2269,0.04700087512412665
2017,2271,0.06678000012414032
2019,2273,0.051798250124193146
2030,2285,-0.06385899987583343
2033,2288,0.041846125124038736
2037,2292,-0.0328552498759791
2038,2293,-0.008151124876007998
2039,2294,0.05493175012395568
2044,2299,0.015911875123833852
2045,2301,-0.014367374876201211
2047,2302,0.050176250123854516
2048,2303,0.05005975012386443
2049,2305,0.02522550012395186
2056,2313,-0.060079749875967536
2057,2314,-0.03614974987601727
2058,2315,-0.06495462487600889
2061,2318,0.018604750124040947
2063,2321,0.017338125124069848
2064,2322,0.02612500012412511
2066,2325,-0.004173749875917565
2067,2326,-0.053272999875957794
2068,2327,0.016555250124042686
2073,2333,0.07931287512394647
2074,2334,0.04090975012400122
2076,2337,-0.060764374875930116
2077,2338,0.017838750124042235
2078,2339,-0.020268874875910114
2080,2341,0.05291550012407242
2082,2343,-0.020251874875953035
2083,2344,-0.03717412487594629
2090,2352,0.022368375124187878
2091,2353,0.019725375124153288
2092,2355,-0.05838549987583974
2093,2356,-0.06642312487588242
2094,2357,-0.01242574987588796
2098,2362,-0.06017537487582558
2099,2363,0.016927375124168975
2100,2364,0.009401000124171333
2101,2365,0.04496200012420104
2107,2371,-0.0010968748757704816
2108,2373,-0.07576812487582174
2109,2374,0.037682000124164006
2112,2378,-0.0721119998758013
2114,2380,-0.07916199987573691
2115,2381,0.015314625124233316
2116,2382,-0.026576124875759888
2118,2384,0.054291500124236336
2119,2385,0.033836875124279686
2120,2386,0.042982125124240156
2123,2390,0.0028355001242061917
2125,2393,-0.05166699987580614
2126,2394,-0.06611074987586107
2127,2395,0.0570000001241624
2128,2396,0.015942125124183804
2129,2397,0.03583225012414459
2130,2399,-0.05558987487586364
2131,2400,-0.0044177498758699585
2132,2402,-0.0394873748758755
2133,2403,-0.017143874875841902
2135,2405,-0.04618762487575623
2138,2412,0.05513662512430528
2139,2413,0.020843250124357837
2141,2415,-0.07006462487561294
2142,2416,0.05575500012434986
2144,2419,0.0229133751244035
2148,2424,-0.033208249875542606
2149,2429,0.00850725012435305
2150,2430,0.013966500124297454
2153,2450,-0.07853612487599548
2157,2473,-0.04109649987640296
2158,2474,0.017706000123553167
2159,2476,-0.033689999876514776
2161,2478,-0.03923637487650922
2162,2479,-0.005938249876521695
2163,2480,0.049561875123458776
2164,2481,0.043637875123408776
2166,2484,0.02368062512346114
