py_idx,lv_idx,delta_s
5,61,-0.07895849987430381
11,63,0.07056750012569069
13,64,0.0012020001256871637
24,69,0.019300875125679795
47,78,-0.05481937487434152
51,79,0.030745375125661667
53,80,-0.04964337487433568
60,83,-0.03705787487433554
98,102,-0.0539972498743424
100,103,-0.07677262487433723
112,109,-0.04190612487433043
114,110,0.021179750125668306
131,119,-0.06316537487433038
154,130,0.05057587512567352
156,131,-0.0708564998743384
160,133,0.039392375125657964
162,134,-0.04844212487435584
169,137,0.07891812512565366
171,138,-2.7498743406795256e-06
184,144,0.006840250125662806
189,146,0.06769325012564309
198,150,-0.0755181248743213
219,159,-0.02671762487432261
221,160,0.03969550012567424
230,164,0.06844587512568978
232,165,-0.024387999874306843
240,168,0.07622237512569541
253,173,0.02965650012572496
265,178,-0.0742456248743224
267,179,-0.03165787487432681
271,181,-0.06947699987432543
273,182,-0.032176499874339015
275,183,0.051557000125654895
280,186,0.022527625125690065
284,188,-0.07814024987430912
286,189,-0.028253124874311197
288,190,-0.05974112487430716
294,193,-0.057315249874278607
296,194,-0.004532874874286108
305,199,0.02657325012572187
307,200,0.06901762512572418
313,203,-0.03790787487426428
320,206,-0.03572549987427465
325,208,-0.016250999874273475
337,214,-0.0077549998742654225
342,217,0.033677000125749146
352,222,-0.007758624874242059
354,223,0.06670587512576276
364,228,0.05565962512577016
366,229,-0.06540912487423611
371,232,-0.024357124874200053
379,236,0.032623625125779654
383,238,-0.023033999874201072
385,239,0.06002612512577343
394,244,-0.05331949987424878
396,245,0.050885875125743496
406,251,-0.03996124987429539
414,255,0.050969375125646366
425,261,0.06949762512567759
432,264,0.059372875125689006
438,267,0.028217500125720107
444,271,-0.038717374874295274
449,274,0.02179887512568257
456,278,0.07946950012569687
478,291,-0.010912999874221896
480,292,0.041805500125803974
489,297,-0.03453737487421904
500,302,0.013638625125793169
507,305,-0.07770662487422442
515,308,0.03065137512584215
517,309,0.0021363751258149932
519,310,0.005382500125790557
521,311,-0.030035124874189023
523,312,-0.07208637487417491
537,318,-0.01875562487418847
539,319,-0.0075008748742106945
549,324,-0.04190662487417285
551,325,-0.025419499874146823
553,326,-0.0010142498741743111
555,327,0.05782712512581156
579,339,-0.025292624874055036
581,340,-0.05749762487403132
599,349,-0.07326474987399934
603,351,0.052519250126010775
605,352,0.06391962512600458
607,353,0.0568468751259843
609,354,-0.025858624873990266
622,359,-0.0035802498740054034
632,364,-0.06950299987403241
636,366,-0.002361249874013538
640,368,0.07563662512598057
645,371,0.02126287512601266
676,387,-0.05506849987403939
690,395,-0.05503924987402797
697,399,-0.021431249874069636
699,400,0.05141250012593446
723,412,0.05771900012604192
725,413,0.005624375126046743
727,414,-0.04971762487394926
738,419,0.054831500125999355
740,420,-0.021763874874011435
742,421,-0.06998624987403446
746,423,-0.022975374874022236
748,424,0.028810875125998336
752,426,-0.027140999874006866
764,431,-0.032166499874051624
787,443,-0.062234624874122346
793,446,0.04758700012587269
798,449,-0.052368749874062814
803,452,-0.037669749873998626
815,457,0.01122450012610443
825,461,0.05254850012602219
827,462,0.00837337512598424
829,463,-0.03566812487406423
844,470,-0.016654874874006964
846,471,0.06201337512595728
854,475,0.07399612512597287
885,489,0.07582225012595245
901,497,0.0038570001260040954
911,502,0.06116500012592496
932,511,-0.011627624873995046
937,514,-0.03690824987393171
943,517,0.03322750012603137
954,522,0.03608112512608841
971,531,0.06554925012596868
977,534,0.0167252501260009
984,538,-0.015857624874001885
990,542,0.07075637512593858
994,544,0.043257500125946535
997,546,-0.07583762487399781
1007,552,-0.05788174987401362
1013,555,-0.07954699987396907
1021,558,-0.023756624873954024
1024,559,0.039113000126008046
1033,563,0.05729550012608797
1035,564,-0.06910749987389408
1042,567,-0.05703237487398383
1053,572,0.045995625126010964
1055,573,-0.07798999987403477
1066,578,0.004804000126000574
1068,579,-0.05839487487401129
1070,580,-0.01642837487406723
1072,581,0.07287012512597357
1081,586,0.06383137512614212
1100,596,0.019369500125890227
1117,605,-0.07477799987418621
1122,607,0.00027550012578103633
1124,608,-0.03092349987423404
1128,610,-0.051125374874231966
1132,612,-0.06012662487421494
1143,618,0.004623625125645958
1152,623,-0.04390374987440282
